"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Gabapentin|Plasma (Peripheral Venous Blood) [µmol/l]"
62,9375,2.086444
62,9390,2.077766
62,9405,2.069125
62,9420,2.06052
62,9435,2.051951
62,9450,2.043417
62,9465,2.034919
62,9480,2.026457
62,9495,2.018029
62,9510,2.009637
62,9525,2.00128
62,9540,1.992957
62,9555,1.984669
62,9570,1.976416
62,9585,1.968197
62,9600,1.960012
62,9615,1.951862
62,9630,1.943745
62,9645,1.935662
62,9660,1.927613
62,9675,1.919597
62,9690,1.911615
62,9705,1.903666
62,9720,1.89575
62,9735,1.887867
62,9750,1.880017
62,9765,1.872199
62,9780,1.864415
62,9795,1.856662
62,9810,1.848942
62,9825,1.841254
62,9840,1.833598
62,9855,1.825974
62,9870,1.818381
62,9885,1.810821
62,9900,1.803291
62,9915,1.795793
62,9930,1.788327
62,9945,1.780891
62,9960,1.773486
62,9975,1.766113
62,9990,1.75877
62,10005,1.751457
62,10020,1.744175
62,10035,1.736923
62,10050,1.729701
62,10065,1.72251
62,10080,1.715348
62,10095,1.708217
62,10110,1.701114
62,10125,1.694042
62,10140,1.686999
62,10155,1.679985
62,10170,1.673001
62,10185,1.666045
62,10200,1.659119
62,10215,1.652221
62,10230,1.645352
62,10245,1.638511
62,10260,1.6317
62,10275,1.624916
62,10290,1.618161
62,10305,1.611433
62,10320,1.604734
62,10335,1.598063
62,10350,1.591419
62,10365,1.584803
62,10380,1.578215
62,10395,1.571654
62,10410,1.56512
62,10425,1.558614
62,10440,1.552135
62,10455,1.545682
62,10470,1.539257
62,10485,1.532858
62,10500,1.526486
62,10515,1.52014
62,10530,1.513821
62,10545,1.507528
62,10560,1.501261
62,10575,1.49502
62,10590,1.488806
62,10605,1.482617
62,10620,1.476454
62,10635,1.470316
62,10650,1.464204
62,10665,1.458118
62,10680,1.452057
62,10695,1.446021
62,10710,1.44001
62,10725,1.434024
62,10740,1.428063
62,10755,1.422127
62,10770,1.416216
62,10785,1.410329
62,10800,1.404467
62,10815,1.398629
62,10830,1.392815
62,10845,1.387026
62,10860,1.38126
62,10875,1.375519
62,10890,1.369801
62,10905,1.364108
62,10920,1.358438
62,10935,1.352791
62,10950,1.347168
62,10965,1.341569
62,10980,1.335993
62,10995,1.33044
62,11010,1.32491
62,11025,1.319403
62,11040,1.313919
62,11055,1.308457
62,11070,1.303019
62,11085,1.297603
62,11100,1.29221
62,11115,1.286839
62,11130,1.28149
62,11145,1.276164
62,11160,1.27086
62,11175,1.265578
62,11190,1.260318
62,11205,1.255079
62,11220,1.249863
62,11235,1.244668
62,11250,1.239495
62,11265,1.234343
62,11280,1.229213
62,11295,1.224104
62,11310,1.219017
62,11325,1.21395
62,11340,1.208905
62,11355,1.20388
62,11370,1.198877
62,11385,1.193894
62,11400,1.188932
62,11415,1.183991
62,11430,1.17907
62,11445,1.17417
62,11460,1.16929
62,11475,1.16443
62,11490,1.159591
62,11505,1.154772
62,11520,1.149972
62,11535,1.145193
62,11550,1.140434
62,11565,1.135694
62,11580,1.130974
62,11595,1.126274
62,11610,1.121593
62,11625,1.116932
62,11640,1.11229
62,11655,1.107667
62,11670,1.103064
62,11685,1.09848
62,11700,1.093915
62,11715,1.089368
62,11730,1.084841
62,11745,1.080333
62,11760,1.075843
62,11775,1.071372
62,11790,1.066919
62,11805,1.062486
62,11820,1.05807
62,11835,1.053673
62,11850,1.049294
62,11865,1.044933
62,11880,1.040591
62,11895,1.036267
62,11910,1.03196
62,11925,1.027672
62,11940,1.023401
62,11955,1.019148
62,11970,1.014913
62,11985,1.010695
62,12000,1.006495
62,12015,1.002312
62,12030,0.9981468
62,12045,0.9939989
62,12060,0.9898682
62,12075,0.9857546
62,12090,0.9816582
62,12105,0.9775788
62,12120,0.9735163
62,12135,0.9694708
62,12150,0.9654421
62,12165,0.9614301
62,12180,0.9574348
62,12195,0.9534561
62,12210,0.9494939
62,12225,0.9455483
62,12240,0.941619
62,12255,0.9377061
62,12270,0.9338095
62,12285,0.929929
62,12300,0.9260646
62,12315,0.9222164
62,12330,0.9183841
62,12345,0.9145678
62,12360,0.9107673
62,12375,0.9069827
62,12390,0.9032137
62,12405,0.8994604
62,12420,0.8957227
62,12435,0.8920007
62,12450,0.888294
62,12465,0.8846028
62,12480,0.8809268
62,12495,0.8772662
62,12510,0.8736209
62,12525,0.8699906
62,12540,0.8663754
62,12555,0.8627753
62,12570,0.8591902
62,12585,0.85562
62,12600,0.8520645
62,12615,0.8485239
62,12630,0.844998
62,12645,0.8414868
62,12660,0.83799
62,12675,0.8345079
62,12690,0.8310403
62,12705,0.8275871
62,12720,0.8241482
62,12735,0.8207236
62,12750,0.8173133
62,12765,0.8139171
62,12780,0.810535
62,12795,0.8071671
62,12810,0.803813
62,12825,0.800473
62,12840,0.7971468
62,12855,0.7938344
62,12870,0.7905359
62,12885,0.7872511
62,12900,0.7839798
62,12915,0.7807222
62,12930,0.7774782
62,12945,0.7742475
62,12960,0.7710304
62,12975,0.7678266
62,12990,0.7646362
62,13005,0.7614589
62,13020,0.7582949
62,13035,0.7551441
62,13050,0.7520063
62,13065,0.7488816
62,13080,0.7457699
62,13095,0.7426711
62,13110,0.7395852
62,13125,0.7365121
